,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,y,process
0,22.110805701169568,7.9858312543901615,48.96006317639954,30.949504276886255,14.911173391111362,0.020440061900660444,18.754271342343618,0.2990518471824734,13.579678514813484,22.932270790606957,11.218304440377663,1
1,22.18467019840044,7.989081716600093,49.05295683365876,30.930277556868855,14.944083293043958,0.029448410931912763,18.79539029423126,0.30534346669245227,13.62725377228119,22.95223938887669,11.359189749809536,1
2,22.25982364619459,7.9637080626826595,49.14892128303944,30.990834265848534,15.006561536462373,0.13437628935667673,18.876022747383598,0.2984951636785439,13.626427741873702,22.94116805682764,11.34849924819896,1
3,22.366680238584998,7.99504210291382,49.224235598708006,30.976320581097216,15.053244502578607,0.03181345632179614,18.951104589047496,0.26323360156925313,13.63030787247588,22.89442927581301,11.529785307801424,1
4,22.40354815444387,7.998855002149686,49.310663491609425,30.948269574882687,15.126653574936329,0.07678143887316945,19.015041055912345,0.2691250838014305,13.68721546056364,22.941735584914927,11.511870821408225,1
5,22.48605626088382,8.009581614136597,49.41699358304946,30.953353122995264,15.197266259824879,0.013553658706432901,19.102215475380063,0.2744641397678068,13.725811092224633,22.92187233472328,11.60196049225282,1
6,22.60359666530001,8.01432584885494,49.472730816747706,30.94085841429839,15.244894660047613,0.03526539527117884,19.16774122608752,0.27267412374943373,13.745287481523082,22.885035373553002,11.671613862089526,1
7,22.668081125189307,7.985002834069419,49.55890054909267,30.98108549336821,15.320129924976543,0.061772956768179565,19.2294271565575,0.2640581948432047,13.820320126157327,22.89527937543645,11.782952110295847,1
8,22.738033034773693,7.966596330685876,49.64400267297623,30.92612353520842,15.357722804866418,-0.02091575404747146,19.30620033216638,0.26426927714672266,13.867536055714552,22.89578738251933,11.825436848149398,1
9,22.82308772786694,7.978174074108967,49.75235172969897,30.956664448736866,15.41269414403561,0.06005035731270204,19.39031148761024,0.28895322689107916,13.87433806301516,22.886666840451188,11.825550559710548,1
10,22.908873585196584,7.99717053248787,49.8201610418275,30.955692979308747,15.469604665864736,0.006953410011735557,19.441014735198667,0.2479825160428642,13.922068355372046,22.972294063753548,12.017241816541732,1
11,23.021460452657248,8.003391662124118,49.93052149917864,30.95548661687253,15.521286026285448,0.0574454268529877,19.51701307307011,0.25341256609156076,13.95087429444524,22.91306702699195,11.925290052138616,1
12,23.037536690822634,7.99537877911404,49.989507366226455,30.961031588706035,15.55893516235971,0.11076380676333698,19.560304154213217,0.2523025425070732,14.001646020326245,22.95595705094579,12.123924786850678,1
13,23.173325373609575,8.035959152533405,50.07651685865122,30.950990088822902,15.639748680270399,0.07936210682656902,19.619931369606874,0.28611107635610933,14.036037234263937,22.94036706175252,12.077490770400955,1
14,23.27435813563026,8.00240582058641,50.156185826713944,30.95784925172034,15.678369089550685,0.0008193204660041364,19.688448980028024,0.2552556431393194,14.05195972513737,22.94509861434656,12.28210244186569,1
15,23.372526384467886,8.003039455715145,50.2312398988321,30.96178730748738,15.727725639896398,0.08912720103397201,19.721708437351776,0.2412488821139729,14.133377411536205,22.960002775726377,12.224362361810327,1
16,23.456877724491285,8.008579694862556,50.3606112618131,30.925016360171128,15.778956669363678,0.07413247331398062,19.781627736111734,0.2878613643712481,14.162551808980377,22.904315974516873,12.32126632086087,1
